country,y1985,y1986,y1987,y1988,y1989,y1990,y1991,y1992,y1993,y1994,y1995,y1996,y1997,y1998,y1999,y2000,y2001,y2002,y2003,y2004,y2005,y2006,y2007,y2008,y2009,y2010,y2011,x1985,x1986,x1987,x1988,x1989,x1990,x1991,x1992,x1993,x1994,x1995,x1996,x1997,x1998,x1999,x2000,x2001,x2002,x2003,x2004,x2005,x2006,x2007,x2008,x2009,x2010,x2011
United States,137771,178266,172585,177662,187224,191559,194015,198864,197397,199769,193336.9,193161.2,189751.9,190431.4,188004.1,192743,190593.6,190496.1,196445.3,202097.3,205564.6,209272.3,209898,212883,208600.8,,,18269.44739,19115.03209,20100.87127,21483.23715,22922.46545,23954.4433,24405.19248,25492.95555,26464.82173,27776.61653,28782.17502,30068.22721,31572.69023,32949.19776,34620.9289,36449.85512,37273.6181,38166.03784,39677.19835,41921.80976,44307.92058,46437.06712,48061.53766,48401.42734,47001.55535,48374.05646,49781.35749
Uzbekistan,,0,0,,,,,50,275,290,326.9,249.5,269,243.5,240.6,222.5,195.2,183.6,174.5,170.3,157.4,139.2,166.2,121.5,139.2,124.7,140.9,,,,,,651.4204675,658.6563436,603.9349974,597.0252688,576.4434177,585.9320399,600.5981578,623.0026524,623.2161328,702.4807441,558.221144,456.7034892,383.3494997,396.129969,465.1198869,546.7768502,642.9604146,830.4076942,1023.119641,1181.84736,1377.08214,1544.827773
St. Vincent and the Grenadines,,0,0,0,0,0,0,0,0,0,0.3,1,1,0,0,0.3,0,0.1,0,0,0,0.7,0,0.5,0.3,0,0,1080.443346,1216.518264,1344.101793,1544.817767,1655.721306,1843.635453,1970.973174,2159.136348,2208.887109,2249.679099,2464.636954,2604.771679,2713.589367,2945.172106,3076.286032,3672.58926,3982.250865,4270.766863,4446.594383,4808.038668,5064.218215,5608.204138,6272.85933,6370.437886,6177.497428,6233.036945,6191.999409
"Venezuela, RB",,307,293,292,328,314,329,377,395,420,437.3,426.2,488.4,533.9,498,515.8,510.1,536.4,576.8,475.3,534,525.1,497.7,496.8,353.5,341.6,302.1,3309.089959,3278.793986,2459.29279,3089.417985,2173.598837,2367.717524,2544.448876,2811.146422,2732.673612,2601.850407,3375.089125,3013.729081,3714.617216,3875.904843,4078.287002,4785.153059,4928.17304,3657.193748,3233.956106,4273.365372,5435.87226,6740.236779,8325.216583,11224.6467,11534.8406,13581.35338,10754.59288
Virgin Islands (U.S.),,,,,,,,,,,,,,,,,,,,,,,,,,,,9256.074766,9723.943662,10828.30249,11527.27334,13047.57313,15050.54714,15945.49982,16752.27713,18728.24343,,,,,,,,,,,,,,,,,,
Vietnam,,45,48,52,66,60,65,74,67,61,103.5,117,120.5,99.7,110.9,146.8,155.2,144.4,205.1,167.4,221.3,224.6,283.2,362.7,326.2,389.6,431.5,239.4286953,437.1295435,593.6535736,401.874911,97.15788506,98.031869,142.9658899,144.1486586,189.2605161,229.9548051,288.0202779,337.0500628,361.2544883,360.600798,374.4764201,433.3337077,448.8822798,477.1058763,530.8618494,606.9043783,699.499779,796.6715738,919.2092656,1164.612525,1232.369671,1333.583526,1543.02695
Vanuatu,,3,3,1,2,3,1,4,0,2,1.3,1.2,1.9,0.8,3.6,3,1.3,3.9,2.8,4.1,4.6,1.8,1.6,2.2,3.6,1.7,4.7,951.3220908,892.1482318,961.1041455,1065.842317,1011.411604,1080.230278,1252.62792,1263.463418,1176.87044,1335.251681,1390.321422,1427.094151,1462.196383,1472.990156,1477.833673,1469.888862,1362.616128,1353.927839,1580.510668,1787.938265,1886.387734,2047.087669,2393.334621,2698.022128,2643.515554,2965.75121,3275.025202
West Bank and Gaza,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1201.142566,1325.990131,1316.765035,1389.285731,1465.007469,1499.600865,1477.14935,1336.91872,1156.754334,1254.934345,1336.968902,1455.93368,1442.820391,1576.292123,1855.45702,1963.201519,2338.719877,2664.951385
Samoa,,2,4,1,2,2,2,5,4,5,2.6,0,2.3,1.5,1.3,0.1,0,1.4,0,2.5,0.1,2.5,1.1,0.3,0,0,0,597.2220795,628.6134086,693.8312731,824.0166621,758.5669867,772.211776,765.4958672,799.085796,796.1609819,1309.931549,1321.511368,1459.094641,1657.900941,1557.90752,1489.610697,1540.65373,1555.465191,1631.30447,1907.033698,2350.851102,2587.48893,2793.54312,3130.352598,3375.82164,3173.54224,3530.573994,4065.958222
"Yemen, Rep.",,0,0,0,0,0,0,0,11,4,9.3,8.2,13.6,9.1,10.7,9.9,14.4,11.5,9.5,20.8,8.3,23.9,18.2,12.5,25.4,20.9,33.3,,,,,,472.1348689,471.7410829,488.0066834,384.8741898,284.7898668,278.9694561,365.3790813,418.2947354,375.8315034,441.5692834,541.5129915,538.2873198,567.8219633,607.9158043,696.0549607,817.0824167,904.6056001,1181.215176,1361.717209,1239.837119,1310.053839,1282.398832
South Africa,2025,2653,2670,2523,2499,2406,2552,2419,2377,2459,2350.7,2215.6,2222.9,2224.7,2302.5,2220.7,2291.4,2328,2204.8,2319.5,2395.4,2642.7,2808,2915.5,2863.8,2971.8,3124.6,2142.114701,2475.10247,3158.667713,3398.619067,3621.49758,3182.23967,3345.827626,3557.128685,3584.099342,3650.486114,3973.932383,3690.178479,3728.333992,3288.203765,3183.149769,3099.131614,2705.780204,2535.490042,3799.439554,4892.039055,5444.075846,5660.116974,6153.655167,5811.618944,5912.143179,7389.960264,8080.865243
"Congo, Dem. Rep.",,31,30,38,31,29,21,26,21,19,19.3,13.8,15.8,6.9,6,7.4,2.8,5.2,7.1,4.6,6.2,3.8,7.2,11.1,19.1,14.7,20.6,239.9494097,262.5884758,241.5275309,271.081377,267.2110835,267.421309,,,,143.1361591,133.8679371,132.9193074,136.698547,136.1663963,100.6932432,397.264871,150.4213805,171.2340121,169.9085913,189.5887135,213.310459,246.8028136,273.4864797,310.7310244,286.0481803,311.247896,350.2706542
Zambia,,44,34,51,44,36,23,40,24,24,35.9,22.5,28.7,29.9,25.9,22.6,30.1,28.6,22,25.6,30.9,39.6,35.9,42.2,34.9,43.3,59.6,320.9864568,229.8121159,303.2759269,484.5168889,504.3123135,403.8222425,403.85571,371.0872875,372.2407349,405.4907279,411.4088244,378.5613534,440.7418914,352.5609292,330.2145971,340.1565499,376.9774036,376.4684675,429.0099018,530.5563163,691.8089456,1030.31536,1103.486577,1365.721205,1134.772998,1456.126526,1654.525289
Zimbabwe,,98,77,116,123,131,103,119,124,139,111.5,113.9,125.3,110.1,104.8,102.1,111.6,96.7,86.8,63.8,62.2,63.7,80.1,65.6,56.1,70,62.9,636.072785,675.9005178,706.9481526,792.0301525,813.583737,837.7690557,802.8851432,612.6720133,583.1125397,600.4000067,608.6782436,720.1034311,707.2696544,523.6037695,554.2268118,535.1974215,537.7174828,499.716415,448.3731927,451.1715886,443.240136,414.6801151,397.9568723,327.1990837,594.4959701,676.7480933,768.5564101
